run_id,model,data,latent_dim,lr,beta,gate_weight,recon_weight,tc_weight,elapsed_s,status,metric__zero_ratio_real,metric__zero_ratio_synthetic,metric__zero_ratio_diff,metric__mean_real,metric__mean_synthetic,metric__mean_diff,metric__std_real,metric__std_synthetic,metric__std_diff,metric__skewness_real,metric__skewness_synthetic,metric__skewness_diff,metric__kurtosis_real,metric__kurtosis_synthetic,metric__kurtosis_diff,metric__quantile_10_diff,metric__quantile_25_diff,metric__quantile_50_diff,metric__quantile_75_diff,metric__quantile_90_diff,metric__quantile_95_diff,metric__quantile_99_diff,metric__mean_quantile_diff,metric__autocorr_mae,metric__wasserstein_distance,metric__kl_divergence,metric__mmd,metric__ps,metric__ds,metric__lps,metric__lds
36,zits-vae,iot,128,0.0001,0.1,5.0,1.0,1.0,288.8,ok,0.7410672443028625,0.754733698630137,0.013666454327274424,2568.7263168092522,2398.0090355821308,170.71728122712148,5633.432110483928,5257.801338773135,375.63077171079294,2.851070761373232,2.996484170131556,0.1454134087583241,9.791734012244946,12.01853394041538,2.2267999281704345,0.0,0.0,0.0,1320.0,771.44140625,1445.158398437503,2008.9273242187483,792.2181612723216,0.0807091375146636,775.7873605867916,0.13444704044874978,0.002,2376.9892129861473,0.0,2376.9095727781296,0.1845
37,zits-vae,iot,128,0.0001,0.5,5.0,1.0,1.0,340.1,ok,0.7410672443028625,0.7360416438356164,0.005025600467246094,2568.7263168092522,3564.281605845964,995.5552890367117,5633.432110483928,7736.956720457603,2103.524609973675,2.851070761373232,3.148762934536247,0.2976921731630151,9.791734012244946,13.098734150404393,3.307000138159447,0.0,0.0,0.0,3252.9962158203125,2677.7554687500015,4265.104589843744,10708.555390625006,2986.344523577009,0.050983029452800956,3582.7588319487822,0.3824809451059386,0.002,2376.9941104997156,0.05349999999999999,2376.8907429545043,0.10699999999999998
38,zits-vae,iot,32,0.0005,0.5,10.0,5.0,1.0,325.4,ok,0.7410672443028625,0.726815890410959,0.014251353891903573,2568.7263168092522,9173.956694601098,6605.230377791846,5633.432110483928,18331.06001169236,12697.62790120843,2.851070761373232,2.1310505827520805,0.7200201786211515,9.791734012244946,3.725083678154606,6.06665033409034,0.0,0.0,0.0,9054.5556640625,27423.128906250015,40067.06191406249,50555.511640625,18157.179732142857,0.05581871941549192,23661.15187515887,1.7136479646034866,0.002042,2376.8330015208007,0.0,2377.0629938830375,0.02400000000000002
39,zits-vae,iot,128,0.0005,0.3,10.0,5.0,0.5,247.7,ok,0.7410672443028625,0.7092460273972603,0.031821216905602245,2568.7263168092522,3629.1660064274533,1060.439689618201,5633.432110483928,7032.281288909706,1398.8491784257776,2.851070761373232,2.4217706113748436,0.4293001499983884,9.791734012244946,7.0951394507294,2.696594561515546,0.0,0.0,0.0,4148.9190673828125,3446.3203125,3830.3034179687456,4709.0489648437615,2304.941680385046,0.0691563526644049,2561.4760781220557,0.1888289907771016,0.002,2376.948310025215,0.0,2377.002868691897,0.11850000000000005
40,zits-vae,iot,64,0.0005,0.5,1.0,1.0,0.5,695.9,ok,0.7410672443028625,0.7382356164383561,0.002831627864506414,2568.7263168092522,11298.168900685869,8729.442583876616,5633.432110483928,23049.822038183767,17416.389927699838,2.851070761373232,2.0312587764642327,0.8198119849089993,9.791734012244946,2.783695273456358,7.0080387387885885,0.0,0.0,0.0,9180.582763671875,42208.05000000002,63440.99765624998,53642.0,24067.375774274555,0.03128398780701019,33241.15938603738,4.115074113345979,0.0020020000000000003,2376.9944085022094,0.0,2376.863791332686,0.02150000000000002
41,zits-vae,iot,64,0.001,0.5,5.0,10.0,0.0,361.5,ok,0.7410672443028625,0.7242591780821918,0.01680806622067077,2568.7263168092522,8262.445140152404,5693.718823343152,5633.432110483928,16905.882006900072,11272.449896416143,2.851070761373232,2.3207040327696373,0.5303667286035947,9.791734012244946,4.887570065952677,4.904163946292269,0.0,0.0,0.0,7958.7900390625,22190.960351562502,34745.3642578125,48851.787578125004,16249.557460937502,0.05206940931509933,20044.09578586884,1.3793371873475697,0.00202,2377.1211338836906,0.0,2376.8761011053443,0.0004999999999999449
42,zits-vae,iot,32,0.0005,0.5,5.0,20.0,1.0,643.7,ok,0.7410672443028625,0.722042191780822,0.019025052522040564,2568.7263168092522,11601.891356430731,9033.165039621479,5633.432110483928,22872.61339138144,17239.181280897512,2.851070761373232,1.9732614342950963,0.8778093270781357,9.791734012244946,2.6094235768543914,7.182310435390555,0.0,0.0,0.0,11746.5400390625,41404.41250000015,61919.899999999994,53642.0,24101.83607700895,0.03248837929587019,31819.31907099205,2.215999674842322,0.002,2376.9758453705667,0.0,2376.992430086398,0.006000000000000005
43,zits-vae,iot,32,0.0001,0.3,1.0,10.0,0.0,683.1,ok,0.7410672443028625,0.716891506849315,0.024175737453547508,2568.7263168092522,13283.90506697473,10715.178750165478,5633.432110483928,25103.547506618826,19470.115396134897,2.851070761373232,1.7567307454009502,1.0943400159722818,9.791734012244946,1.5978423850025871,8.193891627242358,0.0,0.0,0.0,14309.82373046875,54320.73945312501,64489.0,53642.0,26680.223311941965,0.04701897377161986,37001.16775758174,2.559582019173094,0.002,2377.0648734998226,0.0,2377.059921294403,0.012500000000000011
44,zits-vae,iot,128,0.0001,0.1,5.0,10.0,2.0,281.9,ok,0.7410672443028625,0.7622778082191781,0.021210563916315595,2568.7263168092522,3266.862531878077,698.1362150688246,5633.432110483928,7218.442994969544,1585.0108844856159,2.851070761373232,2.873136930826031,0.022066169452799045,9.791734012244946,10.206754764468238,0.4150207522232918,0.0,0.0,0.0,1320.0,2773.4439453125015,3822.691113281231,7133.78125,2149.9880440848187,0.07620442383911412,3821.9162035208988,0.36476181950804626,0.002,2376.90817426064,0.0,2376.916167583573,0.1795
45,zits-vae,iot,64,0.001,0.5,5.0,1.0,0.5,320.5,ok,0.7410672443028625,0.7196065753424657,0.021460668960396778,2568.7263168092522,7267.158936271137,4698.432619461884,5633.432110483928,14589.412271298672,8955.980160814743,2.851070761373232,2.330330476087485,0.520740285285747,9.791734012244946,5.256687842104672,4.535046170140275,0.0,0.0,0.0,7866.71435546875,17763.74238281253,26499.249609374972,38856.674218750006,12998.054366629465,0.05488848428528535,15997.284500353251,1.2537796028815986,0.002072,2376.9089718106866,0.0,2376.9784288403393,0.07650000000000001
46,zits-vae,iot,32,0.001,1.0,10.0,20.0,0.5,660.2,ok,0.7410672443028625,0.7322964383561644,0.008770805946698101,2568.7263168092522,10727.203646615742,8158.47732980649,5633.432110483928,21986.8296941052,16353.39758362127,2.851070761373232,2.1074051891047416,0.7436655722684904,9.791734012244946,3.2233238570100307,6.568410155234916,0.0,0.0,0.0,9011.082763671875,36741.03671875002,59107.019531249985,53642.0,22643.019859095984,0.03248130773140935,30150.764691854867,3.402181356046004,0.002,2377.0720509980915,0.0,2376.9336864409684,0.19799999999999995
47,zits-vae,iot,64,0.0005,0.1,1.0,10.0,1.0,361.9,ok,0.7410672443028625,0.6947572602739726,0.04630998402888997,2568.7263168092522,10534.509747390304,7965.783430581052,5633.432110483928,19333.763881517203,13700.331771033274,2.851070761373232,1.9382527899518962,0.9128179714213358,9.791734012244946,2.970243500322991,6.821490511921955,0.0,0.0,0.0,14882.883544921875,29827.948437500017,42385.01796874989,53642.0,20105.407135881684,0.04758938830903133,24591.471422866074,3.6226277610199435,0.002042,2377.104738572192,0.0,2376.9020337467073,0.28
48,zits-vae,iot,32,0.0005,0.1,1.0,5.0,1.0,558.3,ok,0.7410672443028625,0.7200520547945205,0.021015189508342025,2568.7263168092522,11405.813882242917,8837.087565433665,5633.432110483928,22466.142650886653,16832.710540402724,2.851070761373232,1.995082820719436,0.855987940653796,9.791734012244946,2.7514769800786816,7.040257032166265,0.0,0.0,0.0,11824.181640625,39163.12226562503,60295.30273437494,53642.0,23560.658091517857,0.0391816825050122,30822.18616443957,2.0605388699757388,0.002,2377.0345416649343,0.0,2376.987940923381,0.18200000000000005
49,zits-vae,iot,64,0.001,1.0,1.0,20.0,2.0,692.7,ok,0.7410672443028625,0.7046942465753425,0.03637299772752001,2568.7263168092522,15090.933782388163,12522.207465578911,5633.432110483928,26960.1965012839,21326.76439079997,2.851070761373232,1.5470311719073089,1.3040395894659231,9.791734012244946,0.7870827224166983,9.004651289828248,0.0,0.0,0.0,18846.24755859375,63026.72421875002,64489.0,53642.0,28571.995968191968,0.04293540421358748,41182.30430746551,5.959809153496566,0.002,2376.9410733634472,0.0,2376.947373040211,0.13349999999999995
